company_id,region,sector,num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,tech_adoption_level,remote_work_policy,has_pitch_deck,cash_flow_score,credit_score,registered_business,prior_investment,traction_score,female_owned,bookkeeping_quality,tax_compliance_status,regulatory_license_status,data_protection_score,employee_contracts_verified,AML_risk_flag,financial_transparency_score,compliance_risk_level,funding_stage,revenue_growth_rate
8548,Urban,Retail,345,31333,2112.89,19030.97,0.506,0.544,0.235,6,0.495,Medium,None,0,0.675,0.506,1,None,0.447,0,0.513,Compliant,Valid,0.131,1,0,0.664,High,Series A,0.5949
8549,Urban,Retail,465,23387,4917.24,12716.92,-0.067,0.166,0.476,12,0.223,Low,Partial,0,0.427,0.314,1,None,0.088,0,0.3,Compliant,Valid,0.256,1,0,0.255,High,Series A,0.4631
8550,Urban,Tech,188,23951,6890.29,17940.12,-0.061,0.506,0.365,28,0.178,Medium,None,1,0.446,0.278,1,Angels,0.092,0,0.684,Compliant,Expired,0.232,1,0,0.431,Moderate,Seed,0.2809
8551,Urban,Agriculture,154,101727,3447.19,61071.57,0.182,0.346,0.222,13,0.516,High,None,1,0.555,0.565,1,None,0.259,0,0.78,Compliant,Valid,0.461,1,0,0.369,Moderate,Series A,0.3166
8552,Urban,Tech,494,56287,7477.45,34967.62,0.221,0.615,0.08,25,0.047,Low,None,0,0.426,0.442,0,Gov Grant,0.274,0,0.339,Not Registered,Valid,0.126,1,1,0.18,Critical,Seed,0.4666
8553,Urban,Retail,368,51510,7252.93,21256.89,0.073,0.32,0.067,17,0.313,Low,None,0,0.5,0.498,1,Angels,0.181,0,0.351,Compliant,Missing,0.062,1,0,0.585,High,Series B,0.3766
8554,Rural,Finance,334,94304,1902.63,68275.06,0.05,0.494,0.155,12,0.2,Medium,Partial,0,0.512,0.66,0,VC,0.175,0,0.584,Late Filing,Valid,0.3,0,0,0.643,Moderate,Series A,0.4322
8555,Urban,Healthcare,425,3099,2294.03,1447.66,0.145,0.367,0.22,7,0.209,Low,None,1,0.441,0.621,1,None,0.216,0,0.621,Compliant,Valid,0.14,0,1,0.384,High,Seed,0.3973
8556,Urban,Tech,420,52685,1689.4,27269.37,0.352,0.39,0.025,3,0.477,High,None,0,0.558,0.507,1,Gov Grant,0.356,0,0.323,Compliant,Valid,0.414,0,0,0.49,High,Series B,0.5021
8557,Urban,Manufacturing,377,47206,1809.62,37501.15,-0.132,0.466,0.142,0,0.172,Medium,None,0,0.444,0.634,1,None,0.052,0,0.516,Compliant,Valid,0.158,1,0,0.259,Moderate,Series A,0.2693
8558,Urban,Agriculture,279,269028,7290.54,153960.29,0.368,0.496,0.577,1,0.461,High,None,0,0.67,0.671,1,None,0.409,1,0.569,Compliant,Valid,0.599,1,0,0.673,Moderate,Series B,0.4881
8559,Urban,Manufacturing,171,5800,7469.76,2840.64,0.541,0.26,0.622,12,0.065,Medium,None,1,0.374,0.155,1,Gov Grant,0.464,0,0.145,Not Registered,Valid,0.418,1,0,0.412,Moderate,Series A,0.4447
8560,Rural,Healthcare,134,235302,699.61,168848.78,0.411,0.361,0.048,8,0.292,Medium,Partial,0,0.553,0.412,1,None,0.429,0,0.641,Compliant,Valid,0.191,1,0,0.381,Moderate,Series B,0.2966
8561,Rural,Retail,495,39755,4870.75,20600.94,-0.047,0.222,0.094,15,0.151,Low,None,0,0.357,0.7,1,None,0.104,0,0.233,Compliant,Expired,0.0,1,0,0.262,High,Series A,0.4255
8562,Urban,Healthcare,453,65303,4644.58,35853.83,-0.13,0.226,0.159,24,0.375,High,None,0,0.608,0.315,1,Angels,0.057,0,0.316,Compliant,Valid,0.268,0,0,0.12,High,Seed,0.362
8563,Rural,Retail,427,271333,3307.22,201257.62,0.192,0.688,0.418,21,0.483,Low,Partial,0,0.507,0.495,1,None,0.299,0,0.365,Compliant,Valid,0.0,1,0,0.281,High,Series A,0.559
8564,Urban,Finance,25,71176,5164.07,57433.62,0.565,0.189,0.193,26,0.643,Low,None,0,0.609,0.814,0,None,0.492,1,0.785,Compliant,Valid,0.104,1,0,0.614,Moderate,Debt Financing,0.4126
8565,Urban,Finance,18,58714,7594.73,47371.21,0.455,0.156,0.426,19,0.639,Low,None,0,0.721,0.715,1,None,0.421,0,0.591,Compliant,Valid,0.322,1,1,0.507,High,Series B,0.334
8566,Rural,Retail,190,48569,1610.96,32309.74,0.25,0.238,0.074,18,0.616,Low,None,0,0.72,0.628,1,None,0.291,0,0.73,Compliant,Expired,0.068,1,0,0.726,Moderate,Series B,0.3548
8567,Urban,Manufacturing,141,20329,1227.16,13211.07,-0.086,0.707,0.086,12,0.14,Medium,None,0,0.483,0.715,1,None,0.075,0,0.584,Compliant,Valid,0.279,1,0,0.192,Moderate,Seed,0.1264
8568,Urban,Finance,43,35095,557.11,29241.32,0.371,0.455,0.324,8,0.177,Medium,Full,0,0.32,0.646,1,None,0.364,0,0.149,Not Registered,Expired,0.382,1,0,0.068,High,Series A,0.3241
8569,Urban,Agriculture,334,15389,3101.52,7789.44,0.45,0.471,0.578,29,0.072,Medium,None,1,0.306,0.363,1,None,0.409,0,0.259,Not Registered,Valid,0.35,1,0,0.212,High,Series A,0.5586
8570,Urban,Agriculture,284,34424,2899.74,16651.28,0.548,0.764,0.457,24,0.564,Medium,None,0,0.679,0.55,1,VC,0.474,0,0.879,Compliant,Expired,0.448,0,0,0.71,Moderate,Series B,0.5302
8571,Urban,Finance,146,2201,3617.31,1685.05,0.29,0.194,0.251,16,0.626,Low,None,0,0.731,0.851,1,None,0.307,1,0.78,Compliant,Valid,0.161,1,0,0.511,Moderate,Series A,0.3868
8572,Rural,Education,315,60770,4175.49,37995.16,0.212,0.657,0.206,7,0.127,Low,None,0,0.313,0.246,1,Angels,0.27,0,0.711,Compliant,Valid,0.012,1,0,0.359,High,Series A,0.3333
8573,Urban,Healthcare,444,31380,6135.24,24805.86,0.295,0.383,0.177,18,0.355,Medium,None,1,0.61,0.586,1,None,0.316,1,0.325,Not Registered,Valid,0.2,1,0,0.443,High,Series B,0.6581
8574,Urban,Healthcare,319,24259,3319.27,13127.28,0.555,0.147,0.149,9,0.004,Low,Full,0,0.292,0.618,1,None,0.477,0,0.676,Compliant,Valid,0.0,1,0,0.561,Moderate,Series A,0.4937
8575,Urban,Finance,441,47274,2845.72,27356.5,0.303,0.076,0.293,11,0.409,Medium,Full,0,0.525,0.185,1,Gov Grant,0.324,1,0.39,Compliant,Valid,0.445,0,0,0.455,Moderate,Series A,0.579
8576,Urban,Finance,92,6501,6666.97,5806.52,0.006,0.538,0.056,7,0.268,Medium,Partial,0,0.446,0.328,0,Angels,0.13,1,0.568,Late Filing,Valid,0.489,1,0,0.359,Moderate,Seed,0.165
8577,Urban,Retail,179,367737,6843.43,232377.09,0.309,0.189,0.054,24,0.165,High,Partial,0,0.447,0.198,1,None,0.391,1,0.798,Compliant,Valid,0.245,0,0,0.154,High,Series A,0.354
8578,Urban,Manufacturing,56,32102,2092.3,23274.73,0.504,0.257,0.264,15,0.325,Medium,None,0,0.485,0.309,1,Gov Grant,0.446,1,0.363,Compliant,Valid,0.31,1,0,0.257,High,Series A,0.2651
8579,Urban,Finance,155,30485,2722.97,13982.71,0.254,0.409,0.327,19,0.298,Low,None,1,0.48,0.277,1,None,0.29,0,0.315,Not Registered,Missing,0.18,1,0,0.226,High,Series A,0.3623
8580,Rural,Finance,160,11402,6653.4,5682.26,0.202,0.04,0.49,29,0.347,Low,None,1,0.532,0.608,1,Gov Grant,0.254,1,0.418,Late Filing,Valid,0.354,1,1,0.445,High,Series A,0.38
8581,Rural,Agriculture,111,37374,911.44,15687.3,0.387,0.324,0.158,0,0.222,Low,None,1,0.423,0.465,0,None,0.374,0,0.437,Late Filing,Valid,0.0,1,1,0.506,High,Seed,0.3453
8582,Urban,Finance,137,191828,2809.02,121504.61,0.329,0.064,0.217,22,0.163,Medium,Full,1,0.43,0.409,1,Gov Grant,0.369,0,0.535,Compliant,Valid,0.366,1,0,0.504,Moderate,Series A,0.2953
8583,Urban,Agriculture,232,125882,3752.3,118820.78,-0.155,0.114,0.359,6,0.469,High,Partial,0,0.575,0.738,1,None,0.053,0,0.974,Compliant,Valid,0.533,0,0,0.668,Moderate,Seed,0.3296
8584,Urban,Manufacturing,480,101248,1740.45,89162.05,0.38,0.232,0.45,18,0.275,Low,None,1,0.494,0.291,1,Angels,0.383,0,0.77,Compliant,Missing,0.091,0,0,0.562,Moderate,Series A,0.7242
8585,Urban,Manufacturing,468,69960,1685.34,52337.07,0.126,0.152,0.696,28,0.106,Medium,None,0,0.444,0.382,1,None,0.218,0,1.0,Compliant,Valid,0.345,1,0,0.77,Moderate,Series A,0.589
8586,Rural,Retail,220,23618,3571.44,20632.76,0.553,0.049,0.272,9,0.19,Low,Partial,0,0.449,0.519,1,None,0.475,1,0.505,Compliant,Valid,0.031,0,0,0.528,Moderate,Series A,0.4788
8587,Urban,Manufacturing,481,6373,6109.82,4631.85,0.577,0.18,0.161,12,0.527,High,None,0,0.557,0.488,1,None,0.487,0,0.611,Compliant,Valid,0.376,0,0,0.508,Moderate,Series A,0.7701
8588,Rural,Manufacturing,68,28531,6769.79,17199.14,0.159,0.58,0.312,18,0.276,Medium,Full,0,0.5,0.575,1,None,0.23,0,0.77,Compliant,Valid,0.208,1,1,0.57,Moderate,Seed,0.203
8589,Rural,Agriculture,302,27363,7840.11,13557.01,0.575,0.411,0.059,16,0.2,Medium,None,0,0.375,0.338,1,None,0.49,0,0.261,Not Registered,Expired,0.228,1,1,0.346,High,Seed,0.42
8590,Urban,Tech,249,127842,869.68,97054.68,0.049,0.411,0.021,7,0.194,Medium,Full,0,0.385,0.831,1,None,0.181,0,0.216,Compliant,Valid,0.311,0,0,0.538,Moderate,Series A,0.3191
8591,Urban,Retail,482,52642,1968.45,26646.23,0.346,0.517,0.726,29,0.688,Low,None,0,0.689,0.45,1,None,0.352,0,1.0,Compliant,Valid,0.551,1,0,0.691,Moderate,Series B,0.7751
8592,Urban,Finance,496,251393,6126.05,158273.42,-0.14,0.698,0.277,27,0.399,Medium,None,0,0.578,0.431,1,None,0.088,0,0.206,Not Registered,Valid,0.543,1,0,0.277,High,Angel,0.4765
8593,Rural,Retail,323,152815,4462.61,130533.2,-0.084,0.434,0.282,13,0.273,Medium,Partial,0,0.443,0.181,1,Angels,0.103,0,0.47,Compliant,Valid,0.289,1,0,0.411,Moderate,Series A,0.3138
8594,Rural,Agriculture,410,20998,2823.13,9891.66,0.492,0.756,0.173,10,0.073,Low,Partial,1,0.257,0.233,1,Gov Grant,0.437,0,0.141,Not Registered,Valid,0.239,1,0,0.104,High,Series A,0.519
8595,Urban,Manufacturing,392,4213,1883.04,1984.16,0.515,0.48,0.205,21,0.209,High,None,1,0.497,0.341,1,Gov Grant,0.448,0,0.309,Not Registered,Valid,0.248,0,0,0.38,High,Series A,0.622
8596,Urban,Tech,6,191509,2459.68,100239.9,0.226,0.272,0.215,20,0.458,Medium,Partial,1,0.644,0.357,1,Gov Grant,0.304,0,0.883,Compliant,Expired,0.334,1,0,0.717,Low,Seed,0.2522
8597,Urban,Finance,464,185584,3605.52,130568.46,0.072,0.641,0.32,6,0.23,Low,Partial,0,0.372,0.167,1,None,0.207,0,0.729,Compliant,Valid,0.217,1,0,0.333,Moderate,Series A,0.5432
8598,Urban,Education,280,7048,1664.06,3794.98,0.161,0.354,0.172,28,0.176,Medium,None,1,0.356,0.525,0,Gov Grant,0.227,0,0.502,Late Filing,Missing,0.248,0,1,0.35,High,Series A,0.3607
8599,Urban,Retail,432,222146,7724.54,150339.27,0.496,0.272,0.123,28,0.103,High,None,0,0.461,0.824,1,Gov Grant,0.479,1,0.569,Compliant,Valid,0.425,1,0,0.267,Moderate,Series B,0.5008
8600,Urban,Retail,487,57443,1128.43,32517.93,-0.031,0.171,0.12,21,0.585,Low,Partial,0,0.683,0.762,1,None,0.117,0,0.692,Compliant,Valid,0.171,1,0,0.484,Moderate,Debt Financing,0.4694
8601,Urban,Finance,94,44039,7888.95,29877.52,0.036,0.776,0.006,16,0.341,Low,Partial,0,0.511,0.355,1,Gov Grant,0.156,0,0.428,Compliant,Valid,0.039,1,0,0.474,High,Seed,0.2376
8602,Urban,Healthcare,429,252140,6782.58,139357.1,0.428,0.574,0.144,28,0.104,Medium,None,0,0.276,0.262,1,Angels,0.443,0,0.666,Compliant,Valid,0.317,1,0,0.54,Moderate,Seed,0.4704
8603,Urban,Tech,269,182339,3558.27,171217.56,0.548,0.516,0.138,15,0.146,Medium,None,1,0.484,0.318,1,None,0.504,0,0.875,Compliant,Missing,0.459,1,0,0.698,Moderate,Series A,0.4169
8604,Urban,Manufacturing,197,79348,5996.59,53242.1,-0.126,0.322,0.28,6,0.519,Medium,None,1,0.708,0.352,0,VC,0.062,1,0.545,Late Filing,Valid,0.31,0,0,0.804,Moderate,Angel,0.2564
8605,Rural,Finance,25,64078,5470.67,51839.35,0.443,0.316,0.664,28,0.255,High,None,0,0.359,0.468,1,Gov Grant,0.415,0,0.34,Compliant,Missing,0.667,1,0,0.302,High,Series B,0.4218
8606,Urban,Finance,148,76090,1942.31,59753.52,0.316,0.492,0.034,15,0.313,Low,None,1,0.479,0.475,1,Angels,0.338,0,0.655,Compliant,Valid,0.095,1,0,0.157,High,Debt Financing,0.3439
8607,Urban,Tech,118,22470,2910.84,15050.58,-0.015,0.606,0.14,24,0.131,Low,None,0,0.406,0.548,1,None,0.12,0,0.506,Compliant,Valid,0.137,1,0,0.288,High,Series B,0.1473
8608,Rural,Manufacturing,338,33992,4251.04,18062.47,0.405,0.378,0.068,7,0.268,High,Partial,0,0.379,0.511,1,None,0.385,0,0.186,Not Registered,Valid,0.201,1,1,0.191,Critical,Seed,0.4414
8609,Urban,Retail,367,12298,5211.4,8373.65,0.382,0.446,0.205,23,0.048,Medium,Partial,1,0.223,0.684,0,None,0.366,0,0.284,Not Registered,Valid,0.487,0,0,0.209,High,Series A,0.5253
8610,Urban,Healthcare,338,24352,4480.29,18861.46,-0.086,0.23,0.209,24,0.397,High,None,1,0.513,0.413,1,None,0.076,1,0.529,Compliant,Valid,0.333,1,0,0.406,High,Series B,0.3569
8611,Urban,Finance,66,23389,3942.0,15271.98,0.202,0.209,0.142,10,0.338,Medium,Partial,0,0.534,0.709,0,None,0.256,1,0.482,Late Filing,Valid,0.186,1,0,0.331,Critical,Series A,0.292
8612,Urban,Education,458,16943,3712.27,7540.63,0.407,0.335,0.104,8,0.64,Low,Partial,0,0.744,0.694,1,None,0.383,0,0.63,Compliant,Valid,0.365,1,1,0.564,Moderate,Series A,0.5159
8613,Urban,Education,301,42792,4136.64,17540.05,-0.047,0.386,0.263,23,0.226,Low,Full,0,0.46,0.623,1,None,0.104,1,0.651,Compliant,Valid,0.0,1,0,0.484,Moderate,Series A,0.2547
8614,Urban,Agriculture,370,24618,3644.51,14286.62,0.17,0.704,0.323,13,0.105,Medium,None,0,0.338,0.464,1,None,0.236,0,0.46,Compliant,Valid,0.201,1,0,0.4,High,Series A,0.4078
8615,Urban,Agriculture,175,66349,4468.24,32021.56,-0.103,0.247,0.266,19,0.41,Medium,None,0,0.637,0.568,0,Gov Grant,0.074,0,0.512,Late Filing,Valid,0.323,1,0,0.343,High,Seed,0.1979
8616,Urban,Healthcare,319,5183,7137.49,4656.43,0.045,0.329,0.074,3,0.168,Low,Partial,0,0.402,0.463,0,None,0.154,0,0.343,Not Registered,Valid,0.111,1,1,0.253,Critical,Seed,0.3789
8617,Rural,Finance,76,31697,5172.79,15744.15,-0.026,0.798,0.303,14,0.575,Low,Partial,0,0.695,0.677,0,VC,0.115,0,0.397,Late Filing,Valid,0.163,1,0,0.453,High,Seed,0.3354
8618,Urban,Healthcare,495,42526,5864.18,26232.4,0.204,0.169,0.314,9,0.102,Medium,None,0,0.339,0.395,1,None,0.261,0,0.456,Compliant,Missing,0.256,1,0,0.535,Moderate,Series B,0.578
8619,Urban,Tech,461,25015,4900.62,19802.94,-0.087,0.561,0.213,7,0.483,Medium,Partial,0,0.665,0.849,0,None,0.076,0,0.469,Late Filing,Valid,0.325,1,0,0.276,High,Series A,0.503
8620,Urban,Tech,114,29529,5251.24,25054.82,0.107,0.109,0.433,24,0.173,High,None,0,0.317,0.571,1,Angels,0.198,0,0.377,Compliant,Expired,0.395,1,0,0.418,High,Seed,0.3057
8621,Urban,Retail,111,5419,4753.29,3591.4,0.02,0.537,0.107,28,0.311,Low,None,0,0.334,0.494,1,None,0.139,0,0.684,Compliant,Valid,0.0,0,0,0.424,Moderate,Series A,0.0964
8622,Rural,Finance,249,55702,506.87,27830.07,0.397,0.452,0.079,9,0.234,Medium,None,1,0.483,0.429,1,None,0.384,1,0.29,Not Registered,Valid,0.414,1,1,0.388,High,Series B,0.356
8623,Urban,Retail,439,78994,7996.91,43367.1,0.36,0.365,0.332,19,0.239,Medium,None,0,0.511,0.445,1,Angels,0.366,0,0.636,Compliant,Missing,0.341,0,1,0.294,High,Series A,0.4581
8624,Rural,Manufacturing,203,65660,558.79,41394.21,-0.124,0.633,0.352,23,0.211,Medium,None,0,0.467,0.491,0,None,0.061,0,0.689,Compliant,Missing,0.295,1,0,0.497,Moderate,Seed,0.2159
8625,Urban,Manufacturing,147,126307,3342.64,75850.77,0.563,0.151,0.159,29,0.191,Medium,None,1,0.394,0.344,0,None,0.502,0,0.394,Late Filing,Valid,0.149,1,0,0.255,High,Seed,0.3236
8626,Rural,Finance,35,46251,1109.39,27369.96,0.396,0.385,0.379,26,0.312,Low,None,0,0.519,0.626,0,None,0.382,1,0.733,Compliant,Valid,0.433,1,0,0.343,Moderate,Series A,0.3675
8627,Rural,Agriculture,487,64500,1046.35,30477.51,0.293,0.634,0.701,15,0.341,Medium,None,0,0.573,0.721,0,None,0.321,0,0.472,Late Filing,Valid,0.366,1,0,0.571,High,Series A,0.6817
8628,Urban,Education,309,43796,6410.16,39518.03,0.182,0.166,0.199,21,0.608,Low,None,1,0.718,0.589,0,Gov Grant,0.247,0,0.699,Compliant,Valid,0.0,1,0,0.809,Moderate,Seed,0.5496
8629,Urban,Healthcare,26,82873,3579.63,34505.51,-0.058,0.495,0.177,29,0.164,High,None,0,0.404,0.713,1,None,0.105,0,0.491,Compliant,Valid,0.443,1,0,0.156,High,Series A,0.0865
8630,Urban,Retail,238,5472,6468.77,3513.03,0.57,0.512,0.092,5,0.325,Low,Partial,0,0.481,0.468,1,Gov Grant,0.482,0,0.656,Compliant,Valid,0.171,1,0,0.353,Moderate,Series A,0.4652
8631,Urban,Education,14,12428,2400.46,11672.09,-0.194,0.662,0.416,29,0.562,Medium,None,1,0.636,0.593,1,Gov Grant,0.006,0,0.354,Compliant,Missing,0.36,1,0,0.481,Moderate,Seed,0.1786
8632,Rural,Healthcare,374,243843,2274.76,186015.19,0.354,0.328,0.155,2,0.323,Low,Partial,0,0.435,0.593,1,None,0.395,1,0.231,Not Registered,Valid,0.056,1,0,0.206,High,Series A,0.5355
8633,Rural,Finance,45,1896,2234.48,1129.02,0.206,0.601,0.371,9,0.245,High,None,0,0.484,0.462,1,None,0.254,1,0.886,Compliant,Valid,0.321,0,0,0.721,Low,Series A,0.2713
8634,Rural,Education,428,30693,5044.32,14743.5,0.522,0.264,0.148,28,0.172,Medium,None,0,0.35,0.321,1,Gov Grant,0.457,0,0.587,Compliant,Valid,0.416,1,1,0.472,High,Seed,0.5166
8635,Urban,Agriculture,216,148261,6575.5,137901.99,0.105,0.232,0.338,16,0.338,Low,Partial,0,0.568,0.415,1,None,0.22,1,0.492,Compliant,Valid,0.312,1,0,0.493,High,Series A,0.3212
8636,Rural,Retail,233,32470,3782.41,13237.78,0.215,0.477,0.069,15,0.04,Low,None,0,0.274,0.477,1,None,0.266,0,0.749,Compliant,Valid,0.009,1,0,0.289,Moderate,Seed,0.2825
8637,Rural,Tech,193,22337,3220.22,17305.88,0.394,0.297,0.338,10,0.526,Medium,None,0,0.692,0.303,1,Angels,0.376,0,1.0,Compliant,Valid,0.302,0,0,0.417,Moderate,Series A,0.4714
8638,Urban,Healthcare,51,42417,7796.56,37499.84,-0.162,0.38,0.195,4,0.149,Low,None,0,0.342,0.588,1,None,0.032,1,0.209,Not Registered,Valid,0.0,1,0,0.0,Critical,Seed,0.0587
8639,Urban,Finance,427,23772,1199.01,9837.76,-0.156,0.811,0.331,24,0.688,High,None,1,0.726,0.498,1,Angels,0.032,0,0.34,Not Registered,Valid,0.477,1,0,0.657,Moderate,Series B,0.4983
8640,Rural,Retail,375,37685,4047.07,30104.52,-0.031,0.575,0.098,15,0.398,Medium,None,0,0.502,0.303,1,Gov Grant,0.113,0,0.513,Compliant,Expired,0.126,1,0,0.635,Moderate,Series A,0.3319
8641,Urban,Healthcare,214,15994,3445.36,15184.08,-0.083,0.009,0.158,17,0.716,Medium,Full,0,0.739,0.413,1,None,0.076,1,0.63,Compliant,Valid,0.301,1,0,0.581,Moderate,Seed,0.2468
8642,Urban,Tech,151,137367,1055.57,103272.97,-0.195,0.325,0.137,0,0.822,Medium,Partial,0,0.792,0.297,1,None,0.031,0,0.688,Compliant,Missing,0.097,1,0,0.777,Moderate,Seed,0.2589
8643,Urban,Finance,440,200369,2365.14,125846.44,0.298,0.522,0.506,3,0.706,Low,Full,0,0.722,0.316,1,None,0.351,0,0.515,Compliant,Valid,0.088,0,0,0.511,High,Series A,0.7
8644,Urban,Retail,275,30944,519.0,27259.2,0.437,0.082,0.435,4,0.392,Medium,None,0,0.603,0.779,1,Angels,0.404,0,0.641,Compliant,Valid,0.349,1,0,0.549,Moderate,Series B,0.6464
8645,Urban,Education,338,6879,7052.55,4848.31,0.566,0.466,0.276,10,0.33,Low,None,0,0.529,0.648,1,Angels,0.48,0,0.528,Compliant,Valid,0.149,1,0,0.616,High,Series B,0.5726
8646,Urban,Manufacturing,76,19368,4980.44,15730.54,0.153,0.571,0.108,12,0.511,High,None,0,0.697,0.481,1,None,0.224,0,0.443,Compliant,Missing,0.401,0,0,0.516,Moderate,Seed,0.2036
8647,Urban,Healthcare,439,29121,6575.64,21062.59,0.024,0.304,0.075,28,0.431,Low,None,0,0.546,0.638,1,None,0.146,0,0.331,Not Registered,Valid,0.247,1,0,0.442,High,Series A,0.3552
8648,Urban,Retail,220,66612,4315.97,28047.66,0.491,0.359,0.285,2,0.138,High,Partial,1,0.416,0.565,1,Angels,0.445,0,0.214,Compliant,Valid,0.568,1,1,0.262,High,Series B,0.4099
8649,Urban,Finance,348,10833,4916.23,5603.15,0.476,0.41,0.104,25,0.063,Low,None,0,0.324,0.286,1,Angels,0.425,0,0.532,Compliant,Valid,0.09,1,0,0.365,High,Series A,0.5559
8650,Rural,Healthcare,444,14429,5696.58,6396.66,0.3,0.326,0.1,25,0.344,Medium,Full,0,0.493,0.639,1,Gov Grant,0.315,0,0.344,Not Registered,Valid,0.159,0,0,0.518,Moderate,Series B,0.4555
8651,Urban,Healthcare,187,67024,7291.69,30742.45,0.019,0.554,0.308,7,0.323,Low,Partial,0,0.52,0.666,1,Angels,0.15,0,0.212,Not Registered,Valid,0.112,1,0,0.526,High,Series A,0.3087
8652,Urban,Retail,289,112049,1006.49,45768.99,0.527,0.591,0.16,23,0.27,Medium,None,0,0.465,0.255,1,None,0.477,1,0.408,Compliant,Valid,0.101,1,0,0.347,Moderate,Series A,0.481
8653,Urban,Healthcare,403,17224,2848.3,10879.38,-0.057,0.373,0.267,8,0.41,Low,None,0,0.453,0.69,1,Angels,0.093,1,0.359,Late Filing,Expired,0.189,1,0,0.372,Moderate,Series B,0.4184
8654,Urban,Healthcare,28,7333,5759.5,3653.73,-0.165,0.522,0.088,23,0.834,Medium,None,0,0.898,0.583,1,None,0.023,0,0.556,Compliant,Valid,0.311,1,0,0.769,Moderate,Series A,0.2012
8655,Urban,Agriculture,379,1869052,7679.3,1627258.51,0.437,0.13,0.221,20,0.179,High,Partial,1,0.421,0.364,1,Angels,0.771,0,0.752,Compliant,Valid,0.279,1,0,0.454,High,Series B,0.6226
8656,Urban,Finance,180,92964,7852.22,75535.17,0.251,0.178,0.648,25,0.241,High,Partial,0,0.544,0.273,1,None,0.3,0,0.562,Compliant,Valid,0.79,0,0,0.614,Moderate,Series B,0.4193
8657,Urban,Retail,253,26360,5213.39,18853.92,-0.003,0.347,0.3,5,0.257,Medium,None,0,0.492,0.461,1,None,0.128,0,0.616,Compliant,Valid,0.132,1,0,0.678,Moderate,Series A,0.3246
8658,Urban,Agriculture,126,103036,1790.71,68927.14,0.337,0.13,0.317,17,0.451,Medium,None,1,0.604,0.506,1,None,0.356,1,0.872,Compliant,Valid,0.355,1,1,0.637,Moderate,Series B,0.3625
8659,Urban,Tech,177,31277,1217.91,16912.34,0.413,0.22,0.099,19,0.684,Low,None,0,0.59,0.306,0,None,0.389,0,0.891,Compliant,Valid,0.23,1,0,0.421,Moderate,Seed,0.4108
8660,Urban,Tech,37,102805,7584.54,67977.06,0.476,0.676,0.204,5,0.115,Medium,Full,0,0.391,0.808,1,Gov Grant,0.443,0,0.453,Compliant,Valid,0.163,0,0,0.481,High,Series A,0.1803
8661,Rural,Finance,410,43970,3641.24,33095.17,0.026,0.09,0.673,24,0.712,Low,None,1,0.623,0.628,0,Angels,0.15,1,0.226,Not Registered,Valid,0.466,1,1,0.209,Critical,Series B,0.666
8662,Urban,Manufacturing,99,40519,1800.08,33639.92,-0.18,0.219,0.433,28,0.124,High,None,0,0.376,0.507,0,None,0.021,1,0.626,Late Filing,Valid,0.48,1,0,0.207,High,Angel,0.16
8663,Urban,Manufacturing,98,31688,7490.97,14098.79,0.208,0.294,0.096,28,0.079,Medium,Partial,0,0.43,0.785,0,None,0.261,0,0.525,Late Filing,Valid,0.0,1,0,0.456,High,Series A,0.1959
8664,Urban,Manufacturing,127,6394,1104.84,5049.06,0.485,0.375,0.225,2,0.153,Medium,None,1,0.468,0.445,1,None,0.429,0,0.611,Compliant,Valid,0.238,1,0,0.274,Moderate,Series A,0.3659
8665,Urban,Healthcare,483,371652,5917.7,300481.17,-0.034,0.473,0.379,10,0.498,Low,None,0,0.608,0.559,1,Angels,0.178,0,0.38,Late Filing,Missing,0.246,0,0,0.63,Moderate,Seed,0.5843
8666,Rural,Education,168,11733,5114.53,8300.33,0.137,0.316,0.005,0,0.126,Medium,None,0,0.395,0.431,0,None,0.213,0,0.173,Not Registered,Valid,0.34,0,0,0.155,High,Grant,0.2238
8667,Rural,Manufacturing,80,7101,975.56,3677.43,0.005,0.151,0.333,27,0.464,Low,None,0,0.41,0.238,1,None,0.13,0,0.338,Compliant,Expired,0.302,1,0,0.517,Moderate,Series A,0.1405
8668,Urban,Manufacturing,294,28129,2908.37,19593.3,-0.189,0.253,0.282,27,0.238,Medium,None,0,0.475,0.764,0,None,0.012,0,0.281,Not Registered,Valid,0.306,0,0,0.388,High,Series A,0.1495
8669,Rural,Tech,333,11456,1454.47,7749.84,0.519,0.218,0.317,25,0.084,Medium,Partial,0,0.231,0.145,1,None,0.452,0,0.715,Compliant,Valid,0.17,0,0,0.467,Moderate,Series A,0.5172
8670,Rural,Finance,126,34130,4954.64,22581.79,-0.092,0.461,0.285,17,0.642,High,None,0,0.697,0.58,1,None,0.074,0,0.743,Compliant,Valid,0.184,1,0,0.453,Moderate,Series A,0.2739
8671,Urban,Tech,343,82894,3973.77,54158.96,0.413,0.277,0.401,12,0.146,High,None,1,0.483,0.693,1,None,0.4,0,0.501,Compliant,Valid,0.303,1,0,0.349,High,Series A,0.5717
8672,Urban,Agriculture,310,119894,332.92,55265.63,0.077,0.388,0.056,5,0.501,Low,Partial,0,0.666,0.364,1,Angels,0.197,0,0.412,Compliant,Expired,0.01,1,0,0.346,High,Series A,0.3788
